2.77	2.58
2.78	2.57
2.79	2.56
2.80	2.55
2.81	2.54
2.82	2.54
2.83	2.53
2.84	2.52
2.85	2.51
2.86	2.51
2.87	2.50
2.88	2.50
2.89	2.49
2.90	2.48
2.91	2.48
2.92	2.47
2.93	2.47
2.94	2.46
2.95	2.46
2.96	2.45
2.97	2.45
2.98	2.44
2.99	2.44
3	2.44
3.01	2.43
3.02	2.43
3.03	2.43
3.04	2.43
3.05	2.42
3.06	2.42
3.07	2.42
3.08	2.42
3.09	2.42
3.10	2.42
3.11	2.41
3.12	2.41
3.13	2.41
3.14	2.41
3.15	2.41
3.16	2.41
3.17	2.41
3.18	2.41
3.19	2.42
3.20	2.42
3.21	2.42
3.22	2.42
3.23	2.42
3.24	2.42
3.25	2.43
3.26	2.43
3.27	2.43
3.28	2.44
3.29	2.44
3.30	2.44
3.31	2.45
3.32	2.45
3.33	2.46
3.34	2.46
3.35	2.47
3.36	2.47
3.37	2.48
3.38	2.48
3.39	2.49
3.40	2.49
3.41	2.50
3.42	2.51
3.43	2.51
3.44	2.52
3.45	2.53
3.46	2.53
3.47	2.54
3.48	2.55
3.49	2.56
3.50	2.57
3.51	2.57
3.52	2.58
3.53	2.59
3.54	2.60
3.55	2.61
3.56	2.62
3.57	2.63
3.58	2.64
3.59	2.65
3.60	2.66
3.61	2.67
3.62	2.68
3.63	2.70
3.64	2.71
3.65	2.72
3.66	2.73
3.67	2.74
3.68	2.75
3.69	2.77
3.70	2.78
3.71	2.79
3.72	2.81
3.73	2.82
3.74	2.83
3.75	2.85
3.76	2.86
3.77	2.87
3.78	2.89
3.79	2.90
3.80	2.92
3.81	2.93
3.82	2.95
3.83	2.96
3.84	2.98
3.85	2.99
3.86	3.01
3.87	3.03
3.88	3.04
3.89	3.06
3.90	3.07
3.91	3.09
3.92	3.11
3.93	3.12
3.94	3.14
3.95	3.16
3.96	3.18
3.97	3.19
3.98	3.21
3.99	3.23
4	3.25
4.01	3.27
4.02	3.29
4.03	3.30
4.04	3.32
4.05	3.34
4.06	3.36
4.07	3.38
4.08	3.40
4.09	3.42
4.10	3.44
4.11	3.46
4.12	3.48
4.13	3.50
4.14	3.52
4.15	3.54
4.16	3.56
4.17	3.58
4.18	3.60
4.19	3.62
4.20	3.64
4.21	3.66
4.22	3.69
4.23	3.71
4.24	3.73
4.25	3.75
4.26	3.77
4.27	3.79
4.28	3.81
4.29	3.84
4.30	3.86
4.31	3.88
4.32	3.90
4.33	3.93
4.34	3.95
4.35	3.97
4.36	3.99
4.37	4.02
4.38	4.04
4.39	4.06
4.40	4.08
4.41	4.11
4.42	4.13
4.43	4.15
4.44	4.18
4.45	4.20
4.46	4.22
4.47	4.25
4.48	4.27
4.49	4.29
4.50	4.32
4.51	4.34
4.52	4.36
4.53	4.39
4.54	4.41
4.55	4.44
4.56	4.46
4.57	4.48
4.58	4.51
4.59	4.53
4.60	4.56
4.61	4.58
4.62	4.60
4.63	4.63
4.64	4.65
4.65	4.68
4.66	4.70
4.67	4.72
4.68	4.75
4.69	4.77
4.70	4.80
4.71	4.82
4.72	4.84
4.73	4.87
4.74	4.89
4.75	4.92
4.76	4.94
4.77	4.96
4.78	4.99
4.79	5.01
4.80	5.04
4.81	5.06
4.82	5.09
4.83	5.11
4.84	5.13
4.85	5.16
4.86	5.18
4.87	5.20
4.88	5.23
4.89	5.25
4.90	5.28
4.91	5.30
4.92	5.32
4.93	5.35
4.94	5.37
4.95	5.39
4.96	5.42
4.97	5.44
4.98	5.46
4.99	5.49
5	5.51
5.01	5.53
5.02	5.56
5.03	5.58
5.04	5.60
5.05	5.63
5.06	5.65
5.07	5.67
5.08	5.69
5.09	5.72
5.10	5.74
5.11	5.76
5.12	5.78
5.13	5.80
5.14	5.83
5.15	5.85
5.16	5.87
5.17	5.89
5.18	5.91
5.19	5.94
5.20	5.96
5.21	5.98
5.22	6.00
5.23	6.02
5.24	6.04
5.25	6.06
5.26	6.08
5.27	6.10
5.28	6.12
5.29	6.14
5.30	6.16
5.31	6.18
5.32	6.20
5.33	6.22
5.34	6.24
5.35	6.26
5.36	6.28
5.37	6.30
5.38	6.32
5.39	6.34
5.40	6.36
5.41	6.38
5.42	6.39
5.43	6.41
5.44	6.43
5.45	6.45
5.46	6.47
5.47	6.48
5.48	6.50
5.49	6.52
5.50	6.54
5.51	6.55
5.52	6.57
5.53	6.59
5.54	6.60
5.55	6.62
5.56	6.64
5.57	6.65
5.58	6.67
5.59	6.68
5.60	6.70
5.61	6.71
5.62	6.73
5.63	6.74
5.64	6.76
5.65	6.77
5.66	6.79
5.67	6.80
5.68	6.81
5.69	6.83
5.70	6.84
5.71	6.85
5.72	6.87
5.73	6.88
5.74	6.89
5.75	6.90
5.76	6.92
5.77	6.93
5.78	6.94
5.79	6.95
5.80	6.96
5.81	6.97
5.82	6.98
5.83	7.00
5.84	7.01
5.85	7.02
5.86	7.03
5.87	7.04
5.88	7.05
5.89	7.05
5.90	7.06
5.91	7.07
5.92	7.08
5.93	7.09
5.94	7.10
5.95	7.11
5.96	7.11
5.97	7.12
5.98	7.13
5.99	7.14
6	7.14
6.01	7.15
6.02	7.16
6.03	7.16
6.04	7.17
6.05	7.17
6.06	7.18
6.07	7.18
6.08	7.19
6.09	7.19
6.10	7.20
6.11	7.20
6.12	7.21
6.13	7.21
6.14	7.21
6.15	7.22
6.16	7.22
6.17	7.22
6.18	7.23
6.19	7.23
6.20	7.23
6.21	7.23
6.22	7.23
